,aspects,frequency,emotions
5815,long le mmpr,1,Fear
5816,also rocky replacement,1,Sad
5817,immensely noooooo return,1,
5818,better direct video,1,Surprise
5819,quite stretch image,1,
5820,maybe know thing,1,Surprise
5821,surgically head feed,1,Fear
5822,fight ingenious manner,1,Happy
5823,even little finger,1,
5824,really brought life,1,Surprise
5825,rather sinister part,1,Sad
5826,startlingly original slasher,1,
5827,monster dr kessler,1,
5828,wa fictitious killer,1,
5829,back suspiria inferno,1,
5830,indeed outrageous ate,1,Surprise
5831,halfway introduced government,1,
5832,pretty good flow,1,Happy
5833,definitely different appreciate,1,Happy
5834,mildly interesting living,1,Happy
5835,exactly mainstream action,1,Fear
5836,really hold attention,1,Surprise
5837,however watching couple,1,Surprise
5838,yard plastic way,1,
5839,highly dubious telephone,1,Surprise
5840,melissa important mulder,1,Happy
5841,carefully hear actor,1,
5842,purely french movie,1,
5843,pretty young woman,2,Happy
5844,grandmother uncle aunt,1,Surprise
5845,remotely enjoyable cohesion,1,Happy
5846,know much fun,1,Happy
5847,silly fun wire,1,Happy
5848,far concerned content,1,Fear
5849,simply piece crap,1,Surprise
5850,handedly ruin credibility,1,Sad
5851,especially big family,1,Surprise
5852,highly recommend audience,1,
5853,distribuingly inventive get,1,
5854,highly derivative horror,1,Surprise
5855,really spoof case,1,Surprise
5856,fortunately able fastforward,1,Happy
5857,simply painful moment,1,Sad
5858,often undeserved praise,1,
5859,quickly sympathy character,1,Sad
5860,instead pick flaw,1,Fear
5861,gradually insight life,1,Fear
5862,strangely enough lack,1,Surprise
5863,brainlessly cause climax,1,
5864,properly certain option,1,Happy
5865,leg serious plot,1,
5866,together many indiscretion,1,
5867,billy liar check,1,
5868,much longed graduation,1,Fear
5869,really beautiful film,1,Happy
5870,musically reservation joel,1,Fear
5871,well whole yeoman,1,Fear
5872,perhaps meant bit,1,
5873,sat entire thing,1,Surprise
5874,destroyed reasonable book,1,Fear
5875,insultingly bad movie,1,Sad
5876,occasionally slap face,1,Fear
5877,readily apparent reason,1,Sad
5878,along riot scene,1,Fear
5879,enough understand garbage,1,
5880,together screen time,1,
5881,unintentionally funny sort,1,Surprise
5882,oh right idiot,1,Fear
5883,always good sign,3,Happy
5884,excruciatingly unfunny dane,1,
5885,even special effect,3,Surprise
5886,well cameo appearance,1,
5887,yet basement christopher,1,Fear
5888,visit relative problem,1,Fear
5889,ha good haircut,1,Happy
5890,long slow scene,1,Fear
5891,even identical ha,1,
5892,lot negative vote,1,Sad
5893,barely able watch,1,Surprise
5894,almost unwritten obligation,1,
5895,really bad delivery,1,Surprise
5896,somewhere steal stuff,1,Angry
5897,together crisp cinematography,1,
5898,droppingly bad dialogue,1,Sad
5899,never read position,1,
5900,well young woman,1,
5901,thoroughly nasty mean,1,
5902,also unfortunate actor,1,Sad
5903,hopelessly dull carry,1,Sad
5904,almost entire remainder,1,Fear
5905,actually prefer advise,1,Happy
5906,personally last minute,1,
5907,accordingly soundtrack ha,1,
5908,verhoven blow bonfire,1,Surprise
5909,clearly pinpoint stamp,1,Angry
5910,otherwise forlorn character,1,Sad
5911,fortune title gene,1,Happy
5912,else level suspense,1,
5913,back forth people,1,
5914,well original location,1,
5915,castle warn treason,1,Fear
5916,quite beat douglas,1,Surprise
5917,slightly casablanca wait,1,Surprise
5918,somewhat hurried finale,1,Surprise
5919,wisely pull camera,1,
5920,focus much owes,1,
5921,also throw couple,1,
5922,even grainy artifact,1,
5923,extremely dated worth,1,Fear
5924,perhaps actionable question,1,Fear
5925,far east bar,1,Fear
5926,quite masterpiece movie,1,Surprise
5927,really funny place,1,Surprise
5928,relatively unknown time,1,Fear
5929,also unbeatable premise,1,
5930,barely notice mention,1,Fear
5931,profoundly poignant interpretation,1,
5932,lobby local cinema,1,
5933,quite funny way,1,Surprise
5934,also wonderful capsule,1,Surprise
5935,almost epic proportion,1,
5936,even veteran populate,1,
5937,technically competent photography,1,Fear
5938,eagle good lesser,1,Happy
5939,obviously tick others,1,
5940,nonetheless disappointed check,1,Sad
5941,pretty successful job,1,Happy
5942,therefore expect fluffpiece,1,Happy
5943,gradually unfolds visit,1,
5944,incredibly callous prostitute,1,Angry
5945,double teamed service,1,
5946,fairly respectable slice,1,
5947,away next door,1,Angry
5948,pretty much suck,2,Happy
5949,actually bad comedy,1,Surprise
5950,nooo hilarious look,1,Happy
5951,firstly main character,1,Fear
5952,brilliance hard work,1,Angry
5953,bikoo mhatre manoj,1,
5954,godfather horror bhoot,1,Surprise
5955,else sunday afternoon,1,
5956,relatively rare seamy,1,
5957,fly good fortune,1,Happy
5958,notice certain word,1,Fear
5959,hill deep middle,1,
5960,fairly obvious hell,1,
5961,together imagine villager,1,Surprise
5962,bell alumnus elizabeth,1,
5963,back wa diaz,1,
5964,pretty cool movie,1,Happy
5965,quite positive show,1,
5966,really bad rest,1,Surprise
5967,meanwhile boyfriend student,1,
5968,truth low budget,1,Sad
5969,absolutely memorable fun,1,Happy
5970,still cant forget,1,Angry
5971,perhaps average family,1,Surprise
5972,enough kim bassinger,1,
5973,really mess rest,1,Angry
5974,deadly ritual call,1,
5975,rather sad attempt,1,Sad
5976,well fight female,1,Sad
5977,ugly girl binoche,1,Surprise
5978,glaringly obvious fake,1,Sad
5979,better opposite end,1,Surprise
5980,frustratingly illogical script,1,
5981,instead front door,1,Fear
5982,first steven doe,1,Surprise
5983,really hate movie,1,Surprise
5984,pretty childish minute,1,Happy
5985,nail wood end,1,Fear
5986,first major film,1,Surprise
5987,back thought hercster,1,Surprise
5988,later much whodunit,1,
5989,befall precocious batch,1,
5990,right real complaint,1,Sad
5991,really tie thing,1,Surprise
5992,leaf questionable taste,1,Happy
5993,least important feature,1,Happy
5994,actually successful country,1,Surprise
5995,actually praise movie,1,Surprise
5996,closely end superfuzz,1,
5997,still top game,2,Surprise
5998,n gger campy,1,
5999,delightfully high point,1,Surprise
6000,better swedish hamiton,1,Surprise
6001,anyway frozen shock,1,Surprise
6002,totally torn loo,1,Sad
6003,immensely second viewing,1,
6004,mainly noteworthy element,1,Surprise
6005,soon gooey corpse,1,
6006,well crafted creature,1,
6007,even much climax,1,
6008,always huge superman,1,Sad
6009,lois lane gene,1,
6010,doe right dean,1,Fear
6011,often vote foot,1,
6012,criminally underrated joe,1,Sad
6013,fairly intelligent kid,1,Happy
6014,never much fan,1,
6015,sly irreverent style,1,
6016,excessively mawkish begin,1,Sad
6017,especially crash drive,1,Surprise
6018,still high career,1,Fear
6019,almost unrecognizable judge,1,
6020,opposite frasier character,1,Fear
6021,enough good joke,1,Happy
6022,well great job,1,Happy
6023,ball believe demand,1,
6024,massively negative karma,1,Sad
6025,collectively incarnated dom,1,
6026,origin deep america,1,
6027,rather coarse story,1,Fear
6028,somewhere middle sort,1,
6029,quite basic journalist,1,
6030,truth weak sell,1,Sad
6031,back stone age,1,Angry
6032,even unmarked cruiser,1,
6033,gleefully depressing portrayal,1,Happy
6034,always associate time,1,Sad
6035,pretty much adult,1,Happy
6036,utterly useless jail,1,
6037,literally realizes seriousness,1,Fear
6038,frequently real victim,1,Sad
6039,impossibly natured personality,1,Fear
6040,surprise many thing,1,Surprise
6041,also character drama,1,Fear
6042,unimaginably fitting role,1,Happy
6043,plainly visible character,1,Fear
6044,slowly opening lead,1,Fear
6045,pretty banal version,1,Happy
6046,even gory losing,1,Sad
6047,ever wa time,1,Surprise
6048,horribly bad direction,1,Sad
6049,indeed fairy tale,1,
6050,completely meaningless scene,1,
6051,squarely teenage comedy,1,Fear
6052,barely original storyline,1,
6053,lonely mother jude,1,Sad
6054,foremost bad idea,1,Sad
6055,forward interesting abstract,1,Happy
6056,psychologically troubled son,1,Sad
6057,painfully dull mess,1,Sad
6058,clichés predictable plot,1,
6059,first ask studio,1,Surprise
6060,deadly raid camp,1,Surprise
6061,much willing give,1,Fear
6062,really suck guess,1,Surprise
6063,billy hotdog opponent,1,Fear
6064,also lot game,1,Sad
6065,originally drama meaning,1,
6066,long beautiful leg,1,Happy
6067,absolutely necessary character,1,Fear
6068,better first story,1,Surprise
6069,individually give generosity,1,Fear
6070,whatever watch opinion,1,Surprise
6071,totally inaccurate olympia,1,
6072,confusingly dario hate,1,Sad
6073,actually cast people,1,Surprise
6074,almost whole hollywood,1,Fear
6075,really violent bloody,1,Surprise
6076,somewhere underneath surface,1,
6077,ha many twist,1,
6078,really true kal,1,Surprise
6079,specially new yorkers,1,
6080,nevertheless worthy entry,1,Sad
6081,seriously underrated actress,1,
6082,palatably patient effort,1,
6083,otherwise utterly bereft,1,
6084,potentially redeeming feature,1,
6085,pretty much boring,1,Happy
6086,tragically carlos belloso,1,Sad
6087,somewhat limited experience,1,Surprise
6088,rightly fun phlegm,1,Happy
6089,soon turn let,1,Surprise
6090,ultimately worst flick,1,Sad
6091,asleep due slowness,1,Angry
6092,billy williams production,1,
6093,unfortunately stint horror,1,Surprise
6094,totally absurd frustrating,1,Angry
6095,really insult intelligence,1,Surprise
6096,cheap top gun,1,Surprise
6097,fortunately real actor,1,Happy
6098,never sure quite,1,Fear
6099,simply good job,1,Happy
6100,also demon word,1,Angry
6101,also english dub,1,
6102,even derivative plot,1,
6103,genuinely alive enthusiasm,1,Happy
6104,painfully affected add,1,Sad
6105,nice hypnotic drone,1,Happy
6106,separately clive owen,1,
6107,almost top offer,1,Surprise
6108,pretty gruesome brutality,1,Happy
6109,clearly right idea,1,Fear
6110,correctly pull punch,1,
6111,unlikeliest wild card,1,
6112,holly bonnie bedelia,3,
6113,pretty useful advice,1,Happy
6114,completely different tune,1,
6115,first front camera,1,Surprise
6116,comparatively enormous budget,1,
6117,entirely dual role,1,
6118,brilliantly inventive score,1,Angry
6119,namely cinematographer joseph,1,Fear
6120,naturally abused harridan,1,Fear
6121,however gang bikers,1,Surprise
6122,unfortunately print quality,1,Sad
6123,excessively dark boot,1,Sad
6124,kong watched movie,1,Surprise
6125,however lousy watch,1,Surprise
6126,internationally successful animation,1,
6127,truly impressed standard,1,Happy
6128,entirely animator film,1,
6129,quite basic straightforward,1,
6130,definitely worth hype,1,Fear
6131,far superior show,1,Fear
6132,seventy early eighty,1,
6133,silver screen video,1,
6134,consistently poor form,1,Sad
6135,gruesomely vicious scene,1,
6136,extremely lusman arm,1,Sad
6137,well acted kudos,1,
6138,enough mysterious suspect,1,Surprise
6139,perhaps undermine experience,1,
6140,remotely different question,1,Fear
6141,personally extra layer,1,
6142,yes similar theme,1,Sad
6143,italy good stuff,1,Happy
6144,virtually non existent,1,
6145,simply focus couple,1,
6146,actively seek dirty,1,Angry
6147,currently unavailable britain,1,
6148,genuinely artistic view,1,Sad
6149,really stuck corner,1,Surprise
6150,always reliable sci,1,Sad
6151,well cast movie,1,
6152,first ha lot,1,Surprise
6153,almost meditative film,1,
6154,perfectly first connect,1,Surprise
6155,later wasted moment,1,Fear
6156,worst detective series,1,Sad
6157,longer charismatic presence,1,
6158,least watchable wa,1,
6159,wa good sense,1,Happy
6160,somewhat watching figure,1,Surprise
6161,completely wrong lol,1,
6162,amazingly unfunny alright,1,
6163,pretty excited miniseries,1,Happy
6164,suffer much cartoon,1,
6165,pretty funny sort,1,Happy
6166,really cool guy,1,Happy
6167,back hopper gettin,1,
6168,maybe miami vice,1,
6169,eat many catsup,1,Fear
6170,well big studio,1,
6171,back good knotts,1,Happy
6172,really retarded look,1,Surprise
6173,back gunfire swearing,1,Angry
6174,increasingly gory death,1,Sad
6175,possibly pre pubescent,1,
6176,close deep end,1,Happy
6177,instead different variation,1,Fear
6178,desperately clever wind,1,Fear
6179,instantly forgettable character,1,Fear
6180,far blockbuster role,1,Fear
6181,hopefully someday finger,1,
6182,entirely unwatchable screenplay,1,
6183,also incorrect dialogue,1,
6184,yet jp dutta,1,
6185,back cinevegas festival,1,
6186,otherwise stellar review,1,
6187,arthur lowe mona,1,
6188,finally daughter rita,1,Fear
6189,necessarily substantial career,1,
6190,also nick broomfield,1,
6191,unexpectedly undaunted matter,1,Fear
6192,especially follow b,1,
6193,first buckaroo bonzai,1,Surprise
6194,really worried heard,2,Surprise
6195,ha impossible someone,2,
6196,forever big part,1,
6197,worst historical film,1,Sad
6198,utterly hilarious line,1,Happy
6199,obviously actor actress,1,
6200,mainly gold jewellery,1,
6201,together middle elborate,1,
6202,instead modern beard,1,Angry
6203,pride thick baldness,1,Happy
6204,elaborately alright name,1,
6205,anymore claudius scene,1,
6206,sometimes weapon graf,1,
6207,army unwashed celt,1,
6208,rather pseudo dirge,1,Sad
6209,certainly art deco,1,
6210,sincerely kersty evans,1,Fear
6211,well genuine language,1,Surprise
6212,sometimes u thing,1,Surprise
6213,usually pure crap,1,Surprise
6214,especially threw bit,1,
6215,lot expensive reach,1,Sad
6216,ever miss vivek,1,Surprise
6217,really bother alex,1,Surprise
6218,back firetruck upset,1,Fear
6219,mildly bestial manner,1,
6220,lovingly nurture reply,1,Happy
6221,achingly empathic face,1,
6222,doer good deed,1,Happy
6223,everywhere celebrate concern,1,Sad
6224,eventually available dvd,1,
6225,amelie poulian embodies,1,
6226,absolutely terrible director,1,Fear
6227,dumpy low budget,1,Sad
6228,seriously mean c,1,
6229,also note thing,1,Surprise
6230,historically accurate stuff,1,Angry
6231,ahead laugh stupidity,1,
6232,almost bad fun,1,Happy
6233,together cgi guy,1,
6234,somewhere deep group,1,Surprise
6235,discover full horror,1,Surprise
6236,technically awful passenger,1,
6237,meg gorgeous shannon,1,Happy
6238,seemingly indestructible rat,1,
6239,nicely believable performance,1,
6240,adequately new york,1,
6241,immorally wrong actor,1,
6242,ten much hahaha,1,
6243,honestly first time,1,Surprise
6244,slightly stiff loses,1,Sad
6245,especially val kilmer,1,
6246,even major youre,1,
6247,incredibly bad line,1,Fear
6248,calmly waltzed scene,1,
6249,lately numerous throw,1,Surprise
6250,prematurely fade oblivion,1,
6251,tightly wrought law,1,Surprise
6252,clone much line,1,Fear
6253,also heroine cry,1,
6254,completely dedicated gallery,1,
