,aspects,frequency,emotions
2360,peltzer take possession,1,
2361,main done flop,1,Fear
2362,poster advertising country,1,
2363,subconscious shining example,1,
2364,elegant leading man,1,Happy
2365,gilbert went style,1,Fear
2366,screen rest movie,1,
2367,whole going ape,1,Fear
2368,invisible flying critter,1,
2369,happy made mistake,1,Happy
2370,bad coming character,1,Surprise
2371,fantastic took time,1,Happy
2372,downright irritating actor,1,Angry
2373,many bought saga,1,
2374,multiple viewing reveal,1,Surprise
2375,interested putting homosexuality,1,Happy
2376,poor acting entertainment,1,
2377,real loved music,1,Happy
2378,american made war,1,Sad
2379,bad acting direction,1,Sad
2380,mixed mobbed club,1,Angry
2381,large gambling loss,1,Fear
2382,hollywood attempting kind,1,Happy
2383,original airing upon,1,
2384,ridiculous filled plot,1,Fear
2385,much watched form,1,Surprise
2386,strong dwelled contrast,1,Happy
2387,wa enthralled stack,1,Happy
2388,real making interaction,1,Sad
2389,acclaimed bombed man,1,
2390,guy smiley material,1,Happy
2391,sad looking rode,1,Sad
2392,spent setting scenario,1,Fear
2393,dead bloodied body,1,
2394,wish given chance,1,Fear
2395,last saw time,1,
2396,co starring beside,1,Angry
2397,significant gave rating,1,Happy
2398,angry watching fact,1,Angry
2399,second love heart,1,Happy
2400,plot replicating style,1,
2401,superior seeing something,1,
2402,finish took center,1,Surprise
2403,sure played meryl,1,Fear
2404,constant changing color,1,Sad
2405,agree leave town,1,Sad
2406,kate played man,1,Fear
2407,due perceived glorification,1,
2408,commitment blaming condition,1,
2409,cherish live accept,1,
2410,actual dealing hardship,1,
2411,stray watching violence,1,Surprise
2412,everyday object fantastics,1,Fear
2413,happy damned camper,1,Happy
2414,beautiful fetching julia,1,Happy
2415,hot made film,1,Sad
2416,instantaneous signifying realization,1,
2417,many complained death,1,Sad
2418,carlyle give map,1,Fear
2419,underused shown briefly,1,
2420,fun make style,1,Happy
2421,ridiculous embarrassing cheesy,1,Fear
2422,weird watching victor,1,Surprise
2423,essential viewing rock,1,
2424,delightful set country,1,Happy
2425,worth seeing time,1,Fear
2426,bad acting way,1,Sad
2427,evil shutting door,1,Angry
2428,good diving floor,1,Happy
2429,kiss girlfriend eye,1,
2430,foolish screwed screenplay,1,
2431,broad acting self,1,Fear
2432,busy getting drunk,1,Fear
2433,foosball eating ice,1,Fear
2434,clear deluded conscience,1,Sad
2435,idiocy keep misery,1,
2436,hilarious diverting moment,1,Happy
2437,bad got chance,1,Sad
2438,rental knew problem,1,Fear
2439,asia beginning mark,1,
2440,dead returning life,1,Fear
2441,non threatening show,1,Fear
2442,slow sneaking adrenaline,1,Angry
2443,feeble throwing curve,1,Surprise
2444,tremendous found story,1,Surprise
2445,slow leading audience,1,
2446,good pacing course,1,Happy
2447,material make movie,1,Sad
2448,ala raving music,1,Sad
2449,sequel tried sort,1,
2450,tolerable dubbed result,1,
2451,equivalent reading list,1,
2452,kill end motel,1,Surprise
2453,sure warning let,1,Fear
2454,passible made series,1,Sad
2455,slow paced thing,1,Surprise
2456,much mourning mother,1,
2457,florid keep mind,1,Surprise
2458,offy get job,1,Fear
2459,start watching minute,1,Surprise
2460,comedian trying movie,2,
2461,run take clichés,1,
2462,jae storming house,1,Sad
2463,standard recommend anyone,1,
2464,mysterious looking creature,1,Surprise
2465,chinatown taken home,1,Surprise
2466,sight see movie,1,
2467,light walking mailbox,1,
2468,usefulness shapeshifting attempt,1,
2469,sleazy regarding language,1,Happy
2470,first saw war,1,Surprise
2471,preposterous went end,1,Surprise
2472,due going mark,1,Fear
2473,happening ensure fun,1,Happy
2474,funny compounded originality,1,Surprise
2475,poor rejected technicality,1,
2476,gethin steve rathman,1,
2477,castaway finding way,1,
2478,sleepy watching watch,1,Surprise
2479,great supporting cast,3,Happy
2480,open minded way,1,Surprise
2481,many disconcerting image,1,Sad
2482,extra done rest,1,
2483,great watching scene,1,Happy
2484,real spend hour,1,Sad
2485,hilarious seen movie,1,Happy
2486,funny thought wa,1,Surprise
2487,mean elaborate parody,1,Fear
2488,rational concerning hypochondria,1,Sad
2489,boring spend money,1,Sad
2490,unfunny meandering attempt,1,
2491,bad said movie,1,Surprise
2492,good looking king,1,Happy
2493,old fashioned romp,1,
2494,table shaking walk,1,
2495,small added nothing,1,Sad
2496,future left air,1,
2497,empiric editing balance,1,Fear
2498,many lost weekend,1,Sad
2499,old saying hollywood,1,Surprise
2500,giant talking plant,1,
2501,purpose making money,1,Sad
2502,new ongoing television,1,
2503,nice look department,1,Happy
2504,successful giving role,1,Fear
2505,effective alienating everyone,1,
2506,similar recommended entry,1,
2507,needle sticking wall,1,Angry
2508,picky making sense,1,Sad
2509,light come use,1,
2510,low watching continuum,1,Surprise
2511,weight trembling actor,1,Sad
2512,decides wait procession,1,Surprise
2513,first watched film,1,Surprise
2514,long take none,1,Fear
2515,bear striking resemblance,1,Surprise
2516,perfect supporting cast,1,Sad
2517,young wendy hiller,1,
2518,professional say line,1,Surprise
2519,shot approaching minute,1,
2520,heaven speaking reach,1,Surprise
2521,overall missed lover,1,Sad
2522,fetish watching wife,1,Surprise
2523,sheep come love,1,Happy
2524,necessary considered doe,1,Sad
2525,reel missing felt,1,Sad
2526,real shoved background,1,Sad
2527,frankenstein known sign,1,Fear
2528,worth mentioning mention,1,Fear
2529,obvious know wife,1,
2530,accomplished thinking science,1,Surprise
2531,inept garbled lot,1,Sad
2532,stupid looking dog,1,
2533,nice supporting contribution,1,Happy
2534,marsan sniveling toad,1,Sad
2535,labour love colour,1,Happy
2536,tip keep character,1,Sad
2537,detective discerning keller,1,
2538,tit get stomach,1,
2539,italian haunted house,1,
2540,scary washing machine,1,Fear
2541,give go bit,1,Fear
2542,hopeful easygoing ha,1,Surprise
2543,sunday remote countryside,1,
2544,swear watching feel,1,Angry
2545,rid meddling kid,1,Happy
2546,multiple viewing session,1,
2547,ill using husband,1,
2548,wish spooked chair,1,
2549,dark scaring nothing,1,Sad
2550,lovable inspiring audience,1,Happy
2551,sorry struggling relationship,1,Sad
2552,angry frustrated hollywood,1,Angry
2553,table saying hey,1,Surprise
2554,decent acting skill,1,Surprise
2555,interested seeing fight,1,Happy
2556,nice see people,1,Happy
2557,different ended nightmare,1,Fear
2558,funny viewed today,1,Surprise
2559,complex set decoration,1,Fear
2560,gradual unfolding reviewer,1,
2561,many giving chance,1,Fear
2562,full rewarding life,1,Fear
2563,free spirited scamp,1,Happy
2564,young working class,1,Surprise
2565,white trying land,1,Fear
2566,major washed actor,1,Fear
2567,particular setting japan,1,Fear
2568,different looking ralphie,1,
2569,imaginative wanted child,1,Happy
2570,popcorn coke fan,1,
2571,free killing spree,1,Happy
2572,second set design,1,Surprise
2573,great changed mind,1,Happy
2574,worth said cyxork,1,Surprise
2575,old fashioned revenge,1,
2576,obvious marketed action,1,Fear
2577,unappealing leading men,1,
2578,big wanted deal,1,
2579,former banned screen,1,Sad
2580,uneven choosing display,1,
2581,likely bombing area,1,Fear
2582,bad given fact,2,Sad
2583,powerful acting support,1,
2584,various matchmaking technique,1,Fear
2585,boy played matthew,1,Fear
2586,unsatisfying ending point,1,Surprise
2587,clad stayed home,1,Angry
2588,local serving wench,1,
2589,un tapped fan,1,Angry
2590,u facing joe,1,Angry
2591,bad engaging fault,1,Sad
2592,simple lighting rig,1,Fear
2593,clear remember character,1,Sad
2594,academy granting money,1,
2595,fantasy making watch,1,Surprise
2596,sorry lose weight,1,Sad
2597,update taking liberty,1,Surprise
2598,tired watching think,1,Surprise
2599,downhill love cmi,1,Happy
2600,documentary reuniting survivor,1,
2601,illogical done break,1,Surprise
2602,girl working agency,1,Surprise
2603,human trafficking sex,1,
2604,trust check dawn,1,Fear
2605,macho engaging roller,1,Happy
2606,gut wrenching experience,1,Sad
2607,memorable set piece,1,Fear
2608,intellectual granted fun,1,Happy
2609,enjoyable stimulating randall,1,Happy
2610,utter appalling script,1,Surprise
2611,public want producer,1,Fear
2612,wish dealing circumstance,1,
2613,good answering question,1,Happy
2614,allow take deer,1,
2615,soulful warpainted eye,1,
2616,american themed cinema,1,
2617,wooden acting plot,1,
2618,quick sharpening head,1,Angry
2619,elmo lose blanket,1,Sad
2620,heavy handed time,1,Sad
2621,rid faced variation,1,Angry
2622,useful fighting mini,1,Sad
2623,simple offering variance,1,Fear
2624,light weight family,1,Surprise
2625,full give viewer,1,Fear
2626,rumoured killed ronnie,1,Surprise
2627,surprising made time,1,Surprise
2628,comical made burst,1,Sad
2629,genre put somethings,1,Sad
2630,mutual hatred competition,1,
2631,happy ending gore,1,Happy
2632,newman reading group,1,Surprise
2633,extra depicted courage,1,Fear
2634,mayhem start drawn,1,Fear
2635,american held march,1,
2636,grlic riveting performance,1,Surprise
2637,embarrassed entering spirit,1,Sad
2638,pose pushing envelope,1,Fear
2639,laughable acting people,1,
2640,bad found imdb,1,Sad
2641,see waiting jack,1,Surprise
2642,tired writing title,1,Fear
2643,natural seeing corpse,1,
2644,tepid seen lawnmowers,1,
2645,bench end event,1,
2646,much supporting cast,1,
2647,ambitious want discover,1,Surprise
2648,funny marketed comedy,1,Surprise
2649,likable wanted enjoy,1,Happy
2650,know mean lot,1,Sad
2651,title collecting dust,1,Angry
2652,awful think reason,1,Surprise
2653,wrong acting photography,1,
2654,critic voted gas,1,
2655,capable running thing,1,Surprise
2656,instinct fighting way,1,Sad
2657,insane take redneck,1,Surprise
2658,joshua look someone,1,
2659,horrendous overacting hearing,1,
2660,next gave impression,1,Fear
2661,ordeal watching bloodrayne,1,Surprise
2662,ambiguous ending jane,1,Fear
2663,proud written maker,1,Happy
2664,wonderful adapting book,1,Surprise
2665,francisco come surprise,1,Surprise
2666,superior establish air,1,Fear
2667,awful acting hell,1,
2668,effective invoking image,1,
2669,much justifying action,1,Fear
2670,black see thing,1,Surprise
2671,couple viewing matter,1,Fear
2672,old want party,1,
2673,new fangled machine,1,Fear
2674,typical made cable,1,Sad
2675,terrorist take jurgen,1,Fear
2676,surprised picked selection,1,Surprise
2677,bad felt film,1,Sad
2678,uplifting inspiring note,1,Happy
2679,inner working hollywood,1,Fear
2680,musician taping truth,1,Angry
2681,wanted gave permission,1,Fear
2682,glad got interview,1,Happy
2683,alive working kid,1,Happy
2684,grow gushing booster,1,
2685,actual citing familiarity,1,
2686,investigative reporting art,1,
2687,british accented woman,1,
2688,right told embark,1,Fear
2689,tedious viewing session,1,
2690,referential think people,1,Surprise
2691,clever think time,1,Surprise
2692,neck fake death,1,Fear
2693,tough talking century,1,Fear
2694,harmless kill hour,1,Surprise
2695,free staged escape,1,Happy
2696,due released example,1,
2697,ok want review,1,
2698,sorry watching course,1,Surprise
2699,weird feeling stomach,1,
2700,scream heartbreaking defeat,1,
2701,physic make sense,1,Sad
2702,important relegated cable,1,Happy
2703,mega selling peyton,1,
2704,impressive received amount,1,Happy
2705,great think wife,1,Happy
2706,many cited support,1,
2707,start advocate perspective,1,
2708,new based dress,1,Sad
2709,worthy retelling feature,1,
2710,wish thought character,1,Surprise
2711,appropriate make feel,1,Happy
2712,public asking trouble,1,Sad
2713,right knowing outcome,1,Fear
2714,trick giving load,1,Fear
2715,click survived day,1,Happy
2716,subsequent blending event,1,
2717,tear shed watching,1,Surprise
2718,huffman running camp,1,Fear
2719,little acting skill,1,
2720,funny acting character,1,Surprise
2721,tongue developing mind,1,Surprise
2722,funny heartbreaking entry,1,Surprise
2723,full grown woman,1,
2724,travesty making movie,1,Sad
2725,laugh touching woman,1,Sad
2726,tell putting temptation,1,Sad
2727,mary go confession,1,
2728,double take wonder,1,Surprise
2729,polemic resolved pat,1,Fear
2730,new legged mini,1,
2731,smile wearying sophistication,1,Happy
2732,common say heat,1,Surprise
2733,god sent bit,1,Surprise
2734,worth redoing version,1,Fear
2735,large strangelove credit,1,Fear
2736,hilarious looking actor,1,Happy
2737,animated return torment,1,
2738,hilarious entertaining stuff,1,Happy
2739,strong beginning let,1,Happy
2740,sure seen gangster,1,Surprise
2741,antic marooned kitano,1,
2742,likely put junk,1,Sad
2743,subjective set portray,1,Fear
2744,insight happening p,1,Fear
2745,animal considered author,1,Sad
2746,frequent scheming people,1,
2747,obnoxious watching cover,1,Surprise
2748,great make fun,1,Happy
2749,poor editing mediocre,1,
2750,american nominated academy,1,
2751,intent committing hari,1,Surprise
2752,prone dumbing product,1,
2753,first saw year,1,Surprise
2754,worth watching try,1,Surprise
2755,beautiful acting bambolina,1,Happy
2756,humorous starring turn,1,Happy
2757,powerful take wealth,1,
2758,incidental worked person,1,Fear
2759,angry believe depiction,1,Angry
2760,bunch aging rocker,1,Angry
2761,concert think leader,1,Surprise
2762,german placed paper,1,Fear
2763,soft handed approach,1,
2764,bad running door,1,Sad
2765,big known interviewee,1,
2766,precious enlightening juxtaposition,1,Angry
2767,key coining term,1,Sad
2768,little trying history,1,Fear
2769,great try time,1,Happy
2770,serious contender reach,1,
2771,fright come courtesy,1,Surprise
2772,fantastic believe anything,1,Happy
2773,unbridled hatred anything,1,
2774,come whining city,1,
2775,funny redeeming value,1,Surprise
2776,great seeing film,1,Happy
2777,light hearted comedy,3,
2778,much say people,1,Surprise
2779,inconsistent confusing everything,1,Sad
2780,artifact take place,1,Fear
2781,fetched believe idea,1,
2782,mammoth given doe,1,Fear
2783,sexed modernized hollywood,1,
2784,worth watching technology,1,Surprise
2785,screen reviewing experience,1,
2786,good looking blond,1,Happy
2787,fairchild see picture,1,
2788,inexcusable wanted walk,1,
2789,wa driving home,1,Sad
2790,survive lobotomized format,1,
2791,interested gave movie,1,Happy
2792,different say matter,1,Surprise
2793,many keep mind,1,Surprise
2794,sidonie played man,1,Fear
2795,enough make giggle,1,Sad
2796,much left mr,1,
2797,interact love scene,1,Happy
2798,forgot remove trace,1,Angry
2799,old fashioned charm,1,Happy
2800,robbery attacking cop,1,Sad
2801,criminal done meaning,1,Sad
