,aspects_AVN,emotions
3785,hollywood attempting kind,Happy
3786,,
3787,original airing upon,
3788,,
3789,ridiculous filled plot,Fear
3790,,
3791,much watched form,Surprise
3792,strong dwelled contrast,
3793,"wa enthralled stack, real making interaction",Happy
3794,acclaimed bombed man,
3795,,
3796,,
3797,,
3798,"guy smiley material, sad looking rode, spent setting scenario",Happy
3799,"dead bloodied body, wish given chance",Fear
3800,"last saw time, co starring beside, significant gave rating",Angry
3801,,
3802,angry watching fact,Surprise
3803,,
3804,,
3805,second love heart,Happy
3806,plot replicating style,
3807,,
3808,"superior seeing something, finish took center, sure played meryl",Surprise
3809,constant changing color,Sad
3810,agree leave town,Sad
3811,,
3812,,
3813,,
3814,,
3815,,
3816,,
3817,"kate played man, due perceived glorification",Fear
3818,,
3819,,
3820,"commitment blaming condition, cherish live accept, actual dealing hardship",
3821,,
3822,,
3823,,
3824,stray watching violence,Surprise
3825,"everyday object fantastics, happy damned camper",Fear
3826,beautiful fetching julia,
3827,hot made film,Sad
3828,instantaneous signifying realization,
3829,,
3830,,
3831,,
3832,,
3833,"strong supporting cast, many complained death",Sad
3834,,
3835,carlyle give map,Fear
3836,"underused shown briefly, fun make style",Sad
3837,ridiculous embarrassing cheesy,Fear
3838,,
3839,,
3840,,
3841,weird watching victor,Surprise
3842,essential viewing rock,
3843,delightful set country,Fear
3844,worth seeing time,
3845,,
3846,,
3847,,
3848,,
3849,bad acting way,
3850,,
3851,,
3852,,
3853,,
3854,,
3855,,
3856,,
3857,"evil shutting door, good diving floor, kiss girlfriend eye",Angry
3858,,
3859,foolish screwed screenplay,
3860,,
3861,,
3862,,
3863,broad acting self,Fear
3864,,
3865,"busy getting drunk, foosball eating ice, clear deluded conscience, idiocy keep misery",Fear
3866,hilarious diverting moment,Fear
3867,bad got chance,Fear
3868,,
3869,,
3870,,
3871,,
3872,,
3873,"rental knew problem, asia beginning mark, dead returning life, non threatening show, slow sneaking adrenaline, feeble throwing curve",Fear
3874,"tremendous found story, slow leading audience, good pacing course",Surprise
3875,,
3876,,
3877,material make movie,Sad
3878,,
3879,"ala raving music, sequel tried sort, tolerable dubbed result",Sad
3880,,
3881,,
3882,equivalent reading list,
3883,kill end motel,
3884,"sure warning let, passible made series",Sad
3885,,
3886,slow paced thing,Surprise
3887,much mourning mother,
3888,,
3889,"florid keep mind, offy get job",Surprise
3890,,
3891,,
3892,start watching minute,Surprise
3893,,
3894,comedian trying movie,
3895,,
3896,run take clichés,
3897,jae storming house,Sad
3898,standard recommend anyone,
3899,"mysterious looking creature, chinatown taken home",Surprise
3900,,
3901,"sight see movie, light walking mailbox, usefulness shapeshifting attempt",
3902,,
3903,sleazy regarding language,Happy
3904,,
3905,"first saw war, preposterous went end",Fear
3906,"due going mark, happening ensure fun",Happy
3907,,
3908,"funny compounded originality, poor rejected technicality, gethin steve rathman",
3909,,
3910,castaway finding way,
3911,,
3912,,
3913,sleepy watching watch,Surprise
3914,,
3915,great supporting cast,
3916,,
3917,,
3918,"open minded way, many disconcerting image, extra done rest",Surprise
3919,great watching scene,Surprise
3920,real spend hour,
3921,,
3922,,
3923,,
3924,"hilarious seen movie, funny thought wa",Surprise
3925,mean elaborate parody,Fear
3926,rational concerning hypochondria,Sad
3927,boring spend money,
3928,,
3929,,
3930,unfunny meandering attempt,
3931,,
3932,,
3933,bad said movie,Surprise
3934,"good looking king, old fashioned romp",
3935,,
3936,,
3937,table shaking walk,
3938,,
3939,,
3940,,
3941,small added nothing,Sad
3942,"future left air, empiric editing balance",Fear
3943,many lost weekend,Sad
3944,old saying hollywood,Surprise
3945,,
3946,,
3947,giant talking plant,
3948,purpose making money,Sad
3949,new ongoing television,
3950,nice look department,Fear
3951,"successful giving role, effective alienating everyone",Fear
3952,,
3953,,
3954,,
3955,,
3956,,
3957,,
3958,,
3959,,
3960,similar recommended entry,
3961,,
3962,,
3963,"needle sticking wall, picky making sense",Angry
3964,light come use,
3965,,
3966,low watching continuum,Surprise
3967,,
3968,,
3969,weight trembling actor,Sad
3970,,
3971,decides wait procession,Surprise
3972,first watched film,Surprise
3973,,
3974,,
3975,,
3976,,
3977,"long take none, bear striking resemblance",Surprise
3978,,
3979,,
3980,,
3981,,
3982,,
3983,,
3984,,
3985,perfect supporting cast,
3986,,
3987,,
3988,,
3989,,
3990,,
3991,young wendy hiller,
3992,professional say line,Surprise
3993,"shot approaching minute, heaven speaking reach, overall missed lover",Sad
3994,"fetish watching wife, sheep come love",Happy
3995,,
3996,,
3997,,
3998,,
3999,"necessary considered doe, reel missing felt, real shoved background",Sad
4000,,
4001,frankenstein known sign,Fear
4002,worth mentioning mention,
4003,,
4004,,
4005,obvious know wife,
4006,accomplished thinking science,Surprise
4007,,
4008,"inept garbled lot, stupid looking dog",Sad
4009,,
4010,,
4011,,
4012,"nice supporting contribution, marsan sniveling toad",Sad
4013,labour love colour,Happy
4014,,
4015,"tip keep character, detective discerning keller",Fear
4016,,
4017,,
4018,tit get stomach,
4019,,
4020,,
4021,,
4022,,
4023,"italian haunted house, scary washing machine",Fear
4024,,
4025,give go bit,
4026,hopeful easygoing ha,Sad
4027,,
4028,sunday remote countryside,
4029,,
4030,,
4031,"swear watching feel, rid meddling kid",Happy
4032,,
4033,multiple viewing session,
4034,,
4035,,
4036,ill using husband,
4037,"wish spooked chair, dark scaring nothing",Sad
4038,,
4039,"lovable inspiring audience, sorry struggling relationship",Happy
4040,"angry frustrated hollywood, table saying hey",Surprise
4041,decent acting skill,
4042,,
4043,interested seeing fight,Sad
4044,nice see people,
4045,different ended nightmare,Fear
4046,,
4047,funny viewed today,
4048,,
4049,"complex set decoration, gradual unfolding reviewer",Fear
4050,,
4051,many giving chance,Fear
4052,hard believe anyone,
4053,full rewarding life,Fear
4054,free spirited scamp,Sad
4055,,
4056,young working class,Surprise
4057,"white trying land, major washed actor, particular setting japan",Fear
4058,,
4059,,
4060,,
4061,,
4062,,
4063,"different looking ralphie, imaginative wanted child",
4064,,
4065,popcorn coke fan,
4066,,
4067,,
4068,free killing spree,Surprise
4069,,
4070,,
4071,second set design,Surprise
4072,great changed mind,Surprise
4073,worth said cyxork,Surprise
4074,,
4075,,
4076,"old fashioned revenge, obvious marketed action",Fear
4077,"unappealing leading men, big wanted deal, former banned screen",Sad
4078,uneven choosing display,
4079,,
4080,,
4081,,
4082,likely bombing area,
4083,,
4084,bad given fact,Fear
4085,,
4086,powerful acting support,
4087,,
4088,various matchmaking technique,Fear
4089,,
4090,,
4091,boy played matthew,Fear
4092,unsatisfying ending point,Surprise
4093,"clad stayed home, local serving wench",Angry
4094,,
4095,,
4096,"un tapped fan, u facing joe",Angry
4097,bad engaging fault,Fear
4098,,
4099,,
4100,,
4101,simple lighting rig,
4102,,
4103,,
4104,clear remember character,Fear
4105,,
4106,academy granting money,
4107,fantasy making watch,Surprise
4108,sorry lose weight,Sad
4109,,
4110,"small supporting role, update taking liberty",Surprise
4111,tired watching think,Surprise
4112,,
4113,,
4114,,
4115,downhill love cmi,Happy
4116,,
4117,documentary reuniting survivor,
4118,,
4119,,
4120,,
4121,,
4122,,
4123,,
4124,illogical done break,Surprise
4125,"girl working agency, human trafficking sex",Fear
4126,,
4127,,
4128,,
4129,,
4130,,
4131,,
4132,,
4133,,
4134,,
4135,,
4136,,
4137,"trust check dawn, macho engaging roller",Fear
4138,"gut wrenching experience, memorable set piece",Sad
4139,intellectual granted fun,Happy
4140,,
4141,,
4142,,
4143,,
4144,,
4145,,
4146,,
4147,,
4148,,
4149,,
4150,enjoyable stimulating randall,
4151,,
4152,,
4153,utter appalling script,Surprise
4154,"public want producer, wish dealing circumstance",Fear
4155,good answering question,Fear
4156,,
4157,,
4158,"allow take deer, soulful warpainted eye, american themed cinema",
4159,wooden acting plot,
4160,,
4161,quick sharpening head,Fear
4162,,
4163,,
4164,,
4165,elmo lose blanket,Sad
4166,heavy handed time,
4167,,
4168,,
4169,,
4170,"rid faced variation, useful fighting mini, simple offering variance",Angry
4171,,
4172,,
4173,,
4174,light weight family,Surprise
4175,full give viewer,Fear
4176,rumoured killed ronnie,Surprise
4177,surprising made time,Sad
4178,,
4179,comical made burst,Sad
4180,genre put somethings,Sad
4181,,
4182,,
4183,"mutual hatred competition, happy ending gore",Fear
4184,,
4185,newman reading group,Surprise
4186,extra depicted courage,Fear
4187,,
4188,,
4189,,
4190,,
4191,mayhem start drawn,Fear
4192,american held march,
4193,,
4194,"grlic riveting performance, embarrassed entering spirit",Surprise
4195,pose pushing envelope,Fear
4196,"laughable acting people, bad found imdb",
4197,,
4198,,
4199,see waiting jack,Surprise
4200,"tired writing title, natural seeing corpse, tepid seen lawnmowers",Fear
4201,bench end event,
4202,,
4203,,
4204,"much supporting cast, ambitious want discover",Surprise
4205,"funny marketed comedy, excellent supporting cast, likable wanted enjoy",Happy
4206,know mean lot,Sad
4207,,
4208,title collecting dust,Angry
4209,awful think reason,Surprise
4210,wrong acting photography,
4211,critic voted gas,
4212,capable running thing,Surprise
4213,instinct fighting way,Sad
4214,"insane take redneck, joshua look someone, horrendous overacting hearing, next gave impression, ordeal watching bloodrayne",Surprise
4215,ambiguous ending jane,Fear
4216,,
4217,,
4218,"proud written maker, wonderful adapting book",
4219,,
4220,,
4221,,
4222,francisco come surprise,Surprise
4223,,
4224,,
4225,,
4226,superior establish air,Fear
4227,awful acting hell,
4228,"effective invoking image, much justifying action",Fear
4229,,
4230,black see thing,Surprise
4231,couple viewing matter,Fear
4232,,
4233,,
4234,,
4235,,
4236,,
4237,old want party,
4238,new fangled machine,Fear
4239,,
4240,"typical made cable, terrorist take jurgen",Sad
4241,,
4242,surprised picked selection,
4243,"bad felt film, uplifting inspiring note",Happy
4244,,
4245,,
4246,,
4247,,
4248,,
4249,,
4250,inner working hollywood,Fear
4251,,
4252,,
4253,"musician taping truth, wanted gave permission, glad got interview, alive working kid, grow gushing booster",Fear
4254,actual citing familiarity,
4255,,
4256,,
4257,investigative reporting art,
4258,british accented woman,
4259,"right told embark, tedious viewing session, referential think people",Surprise
4260,"clever think time, neck fake death",Surprise
4261,,
4262,,
4263,,
4264,tough talking century,
4265,,
4266,,
4267,harmless kill hour,Surprise
4268,,
4269,,
4270,free staged escape,Fear
4271,,
4272,,
4273,,
4274,"due released example, ok want review",
4275,,
4276,"sorry watching course, weird feeling stomach",Surprise
4277,scream heartbreaking defeat,
4278,physic make sense,Sad
4279,,
4280,,
4281,,
4282,,
4283,,
4284,important relegated cable,
4285,,
4286,,
4287,"mega selling peyton, impressive received amount",Surprise
4288,,
4289,,
4290,,
4291,,
4292,,
4293,,
4294,great think wife,Surprise
4295,"many cited support, start advocate perspective",
4296,"new based dress, worthy retelling feature, wish thought character",Surprise
4297,,
4298,,
4299,"appropriate make feel, public asking trouble",Sad
4300,,
4301,,
4302,right knowing outcome,
4303,,
4304,trick giving load,Fear
4305,,
4306,"click survived day, subsequent blending event",Happy
4307,tear shed watching,Surprise
4308,huffman running camp,Fear
4309,little acting skill,
4310,,
4311,,
4312,funny acting character,Fear
4313,,
4314,tongue developing mind,Surprise
4315,,
4316,,
4317,,
4318,,
4319,,
4320,,
4321,,
4322,,
4323,,
4324,,
4325,,
4326,,
4327,,
4328,,
4329,funny heartbreaking entry,
4330,,
4331,,
4332,full grown woman,
4333,,
4334,travesty making movie,Sad
4335,"laugh touching woman, tell putting temptation, mary go confession, double take wonder, polemic resolved pat, new legged mini, smile wearying sophistication",Sad
4336,"common say heat, god sent bit",Surprise
4337,,
4338,worth redoing version,
4339,large strangelove credit,Fear
4340,hilarious looking actor,
4341,"animated return torment, hilarious entertaining stuff",Angry
4342,strong beginning let,Sad
4343,"sure seen gangster, antic marooned kitano",Surprise
4344,,
4345,,
4346,,
4347,,
4348,likely put junk,Sad
4349,,
4350,"subjective set portray, insight happening p",Fear
4351,animal considered author,Sad
4352,,
4353,frequent scheming people,
4354,"obnoxious watching cover, great make fun",Happy
4355,,
4356,,
4357,poor editing mediocre,
4358,,
4359,,
4360,,
4361,,
4362,,
4363,,
4364,,
4365,american nominated academy,
4366,intent committing hari,Fear
4367,"prone dumbing product, first saw year, worth watching try",Surprise
4368,,
4369,,
4370,,
4371,,
4372,,
4373,,
4374,,
4375,,
4376,beautiful acting bambolina,
4377,,
4378,,
4379,,
4380,,
4381,humorous starring turn,Surprise
4382,,
4383,"powerful take wealth, incidental worked person, angry believe depiction",Fear
4384,"bunch aging rocker, concert think leader",Angry
4385,,
4386,,
4387,,
4388,,
4389,,
4390,,
4391,,
4392,,
4393,,
4394,,
4395,,
4396,,
4397,"german placed paper, soft handed approach",Fear
